ID,Name,Cadre,Reference_Value,Qualification,Subject,Category_of_Subject,Division,Source
GJ113F07,Shri Praveen Chaudhary,Gujarat ,0,"Graduate/Aeronautical Society of India/Aeronautical Society of India, New Delhi",Aeronautical Engineering,"Engineering, Technology and Mathematics",First,Supremo
GJ113F07,Shri Praveen Chaudhary,Gujarat ,1,M.Tech./IIT Madras Chennai/IIT Madras Chennai,Aerospace Enginneering,"Engineering, Technology and Mathematics",First,Supremo
GJ113F08,Shri Arvind V,Gujarat ,0,LL.B./Law Centre/Law College,Law,"Governance, Law and Management",First,Supremo
GJ113F09,Shri Ashish Kumar,Gujarat ,0,Graduate/Motial Nehru National Institute of Technology Allahabad/Motilal Nehru Regional Engineering College Allahabad,Electrical Engg.,"Engineering, Technology and Mathematics",First,Supremo
GJ113F10,Shri Ranavasiya Anilkumar Ramjibhai,Gujarat ,0,B.Tech./Nirma University of Science & Technology Ahmedabad/II T,Electronics and Communication,"Engineering, Technology and Mathematics",First,Supremo
HY113C05,Ms. Monika Gupta,Haryana ,0,Graduate/Delhi University/Sh Ram College of Commerce,Commerce,Finance,First,Supremo
HY113C05,Ms. Monika Gupta,Haryana ,1,P.G./Delhi University/DELHI UNIVERSITY,Commerce,Finance,First,Supremo
HY113G01,Shri Munish Sharma,Haryana ,0,B.Sc./Delhi University/Sri Venkateswara College,Bio Chemistry,Natural Sciences,First,Supremo
HY113G01,Shri Munish Sharma,Haryana ,1,PG Diploma//Lal Bahadur Shastri Mahavidyalaya,Management,"Engineering, Technology and Mathematics",First,Supremo
HY113G02,Shri Vikram,Haryana ,0,Graduate/Delhi University/DELHI COLLEGE OF ENGINEERING,Mech.engg.,"Engineering, Technology and Mathematics",First,Supremo
HY113G03,Shri Anish Yadav,Haryana ,0,Graduate/I I T Roorkee Roorkee/I I T Roorkee,Electrical Engg.,"Engineering, Technology and Mathematics",First,Supremo
HY113G04,Ms. Rani Nagar,Haryana ,0,Graduate/Meerut University/M M H COLLEGE GHAZIABAD,Income Tax,"Governance, Law and Management",First,Supremo
HY113G04,Ms. Rani Nagar,Haryana ,1,Chartered Accountant/The Institute of Chartered Accountants of India Delhi/The Insititute of Chartered Accountants of India,Advance Accountancy,Finance,Pass,Supremo
HY113G05,Shri Manoj Kumar,Haryana ,0,Graduate/Rajasthan University of Health Science/Medical College,Medicine,Medical,First,Supremo
JH113J01,Shri Divyanshu Jha,Jharkhand ,0,B.Tech./I I T Kanpur/I I T Kanpur,Computer Sc,"Engineering, Technology and Mathematics",First,Supremo
JH113J02,Shri Faiz Aq Ahmed Mumtaz,Jharkhand ,0,Graduate/NCHM&CT/Institute of Hotel Management,Hotal Management,"Governance, Law and Management",First,Supremo
JH113J03,Ms. Nancy Sahay,Jharkhand ,0,Graduate/BIRLA INSTITUTE OF TECHNOLOGY MESRA RANCHI/Birla Institute of Technology,Electronics and Communication,"Engineering, Technology and Mathematics",First,Supremo
JH113J04,Shri Sushant Gaurav,Jharkhand ,0,Graduate/BIRLA INSTITUTE OF TECHNOLOGY MESRA RANCHI/B.I.T.,Electronics,"Engineering, Technology and Mathematics",First,Supremo
JH113J05,Shri Kuldeep Chaudhary,Jharkhand ,0,"Graduate/I I T,KANPUR/I I T Kanpur",Electrical Engg.,"Engineering, Technology and Mathematics",First,Supremo
JH113J05,Shri Kuldeep Chaudhary,Jharkhand ,1,M.Tech./I I T Kanpur/I I T Kanpur,Electrical Engg.,"Engineering, Technology and Mathematics",First,Supremo
JH113J06,Shri Shashi Ranjan,Jharkhand ,0,Graduate/I I T Kanpur/I I T Kanpur,Electrical Engg.,"Engineering, Technology and Mathematics",First,Supremo
JH113J07,Shri Bhor Singh Yadav,Jharkhand ,0,Graduate/Deemed University Allahabad/MANIT,Computer Sc,"Engineering, Technology and Mathematics",First,Supremo
JH113J07,Shri Bhor Singh Yadav,Jharkhand ,1,PG Diploma/IIM Ahmedabad/IIM Ahemdabad,Management,"Engineering, Technology and Mathematics",First,Supremo
JH113V04,Shri Varun Ranjan,Jharkhand ,0,Graduate/BIRLA INSTITUTE OF TECHNOLOGY MESRA RANCHI/B.I.T.,Electronics and Communication,"Engineering, Technology and Mathematics",First,Supremo
JH113V04,Shri Varun Ranjan,Jharkhand ,1,M.B.A./Delhi University/Facultyll of Mgmt studies,Management,"Engineering, Technology and Mathematics",First,Supremo
PB113A10,Shri Jaspreet Singh,Punjab ,0,B.E./Punjab University Chandigarh/Punjab Engg College Chandigarh,Computer Sc,"Engineering, Technology and Mathematics",First,Supremo
PB113A10,Shri Jaspreet Singh,Punjab ,1,"Graduate/PEC,CHANDIGARH/Punjab Engg.College",Computer Sc,"Engineering, Technology and Mathematics",First,Supremo
PB113R01,Ms. Sakshi Sawhney,Punjab ,0,"B.A., LL.B./NALSAR U/Law Hyderabad/NALSAR",Law,"Governance, Law and Management",First,Supremo
PB113R01,Ms. Sakshi Sawhney,Punjab ,1,LL.B./NALSAR U/Law Hyderabad/NALSAR,Law,"Governance, Law and Management",First,Supremo
PB113R02,Ms. Komal Mittal,Punjab ,0,Graduate/MDU Rohtak/Hindu College,Commerce,Finance,First,Supremo
PB113R02,Ms. Komal Mittal,Punjab ,1,"M.B.A./DCRUST, Murthal/DCRUST(Deenbandhu Chhotu Ram University of Science & Technology)",Finance,Finance,First,Supremo
PB113R03,Ms. Ruhee Dugg,Punjab ,0,M.B.B.S./BFU of Health Services/Medical College,Medicine,Medical,First,Supremo
PB113R04,Ms. Preeti Yadav,Punjab ,0,B.D.S./Maharshi Dayanand University Rohtak/Pt. BDS PGIMS,Dentistry,Medical,First,Supremo
PB113R04,Ms. Preeti Yadav,Punjab ,1,B.D.S./M.D.University Rohtak/G.D. College,Science,Natural Sciences,First,Supremo
PB113R05,Ms. Amrit Singh,Punjab ,0,Graduate/Delhi University/Miranda House,Economics,Social Science and Liberal Arts,Second,Supremo
PB113R05,Ms. Amrit Singh,Punjab ,1,M.A./Delhi University/DELHI SCH. ECO,Sociology,Social Science and Liberal Arts,Third,Supremo
PB113R05,Ms. Amrit Singh,Punjab ,2,M.A./IGNOU/IGONU,Economics,Social Science and Liberal Arts,First,Supremo
PB113R06,Shri Jitendra Jorwal,Punjab ,0,"B.Tech./I I T,Delhi Delhi/I I T Delhi",Civil Engg,"Engineering, Technology and Mathematics",First,Supremo
RJ113S01,Shri Gaurav Agrawal,Rajasthan ,0,B.Tech./I I T Kanpur/I I T Kanpur,Computer Sc,"Engineering, Technology and Mathematics",First,Supremo
RJ113S01,Shri Gaurav Agrawal,Rajasthan ,1,M.A./Locknow University/IIM Lucknow,Finance,Finance,First,Supremo
RJ113S02,Ms. Bharti Dixit,Rajasthan ,0,B.Sc./Delhi University/Lady Hardinge Medical College,Medical Sciences,Medical,First,Supremo
RJ113S02,Ms. Bharti Dixit,Rajasthan ,1,M.B.B.S./UNIVERSITY OF DELHI DELHI/Lady Hardinge Medical College,Medicine,Medical,Second,Supremo
RJ113S03,Ms. Shubham Chaudhary,Rajasthan ,0,"Graduate/Delhi University/St. Stephens College, Delhi",Economics,Social Science and Liberal Arts,First,Supremo
RJ113S03,Ms. Shubham Chaudhary,Rajasthan ,1,M.A./Delhi University/Delhi Sch.of Economics,Economics,Social Science and Liberal Arts,Second,Supremo
RJ113S04,Ms. Chinmayee Gopal,Rajasthan ,0,Graduate/University of Delhi/Lady Shri Ram Collage,Economics,Social Science and Liberal Arts,First,Supremo
RJ113S04,Ms. Chinmayee Gopal,Rajasthan ,1,M.A./University of Delhi/Delhi School of Ecfonomics,Economics,Social Science and Liberal Arts,First,Supremo
RJ113S05,Shri Suresh Kumar Ola,Rajasthan ,0,Graduate/U/RAJASTHAN/University Rajasthan College,Physics,Natural Sciences,Second,Supremo
RJ113S06,Shri Bhanwar Lal,Rajasthan ,0,Graduate/RGUHS/MMC,Medicine,Medical,First,Supremo
RJ113S07,Shri Peeyush Samariya,Rajasthan ,0,Graduate/IIT BOMBAY BOMBAY/I I T,Mech.engg.,"Engineering, Technology and Mathematics",First,Supremo
RJ113S07,Shri Peeyush Samariya,Rajasthan ,1,M.A. Honours/Indira Gandhi National Open University/Indira Gandhi National Open University New Delhi,Public Admn,"Governance, Law and Management",First,Supremo
RJ113S08,Shri Qummer Ul Zaman Choudhary,Rajasthan ,0,"Graduate/NIT/National Institute of Technology, Srinagar",Civil Engg,"Engineering, Technology and Mathematics",First,Supremo
PB113V03,Shri Himanshu Aggarwal,Punjab ,0,M.B.B.S./Baba Farid University of Health Sciences Faridkot/G.G.M. Sc. College,Medicine Surgery,Medical,First,Supremo
KL113I03,Ms. Afsana Perween,Kerala ,0,B.Tech./B R AMBEDKAR BIHAR UNIVERSITY MUZAFFARPUR/MIT,Civil Engg,"Engineering, Technology and Mathematics",First,Supremo
KL113L01,Ms. Divya S Iyer,Kerala ,0,M.B.B.S./T.N. University/CHS School of Social Sciences,Medicine,Medical,First,Supremo
UT113L02,Ms. Angel Bhati Chauhan,Kerala ,0,Graduate/Rajasthan University of Health Science/Rajasthan University of Health Science,Medical Sciences,Medical,First,Supremo
KL113L03,Ms. Chithra S,Kerala ,0,M.B.B.S./AMRITA VISHWA VIDYAPEETHAM UNIVERSITY/Medical College,Medicine Surgery,Medical,First,Supremo
KL113L04,Shri Chandrasekar S,Kerala ,0,Graduate/Anna Univ./College of Engg Guindy,Civil Engg,"Engineering, Technology and Mathematics",First,Supremo
KL113L04,Shri Chandrasekar S,Kerala ,1,M.B.A./Bharathidasan University Tiruchirapalli/Bharthidasan Institute of Management,Finance,Finance,First,Supremo
KL113L05,Shri Prem Kumar V R,Kerala ,0,Graduate/Anna University/Kongu Engineering College,Electronics Engg,"Engineering, Technology and Mathematics",First,Supremo
KL113L06,Shri Rohit Meena,Kerala ,0,Graduate/Delhi University/Sh Ram College of Commerce,Economics,Social Science and Liberal Arts,Second,Supremo
KL113L06,Shri Rohit Meena,Kerala ,1,M.B.A./IIM Ahmedabad/IIM Ahemdabad,Management,"Engineering, Technology and Mathematics",First,Supremo
JK113I01,Shri Doifode Sagar Dattatray,Jammu & Kashmir ,0,D.Sc./Maharashtra University of Health Sciences/Medical College,Dentistry,Medical,Second,Supremo
JK113I01,Shri Doifode Sagar Dattatray,Jammu & Kashmir ,1,M.A./Pune University/Poona University,Political Sc.,Social Science and Liberal Arts,First,Supremo
JK113I02,Shri Rahul Yadav,Jammu & Kashmir ,0,B.Tech./Motial Nehru National Institute of Technology Allahabad/Motilal Nehru National Institute of Technology,Iformation&tech,"Engineering, Technology and Mathematics",First,Supremo
JK113I04,Shri Owais Ahmed,Jammu & Kashmir ,0,"Graduate/Sher e Kashmir University of Agricultural Sciences and Technology/FVSc, SKUAST",Veterinary Sc.,Medical,First,Supremo
KN113K01,Shri Gurudatta Hegde,Karnataka ,0,B.E./Visesvaraya Tech.University/R V College of Engg,Electronics and Communication,"Engineering, Technology and Mathematics",First,Supremo
KN113K03,Shri Nalini Atul,Karnataka ,0,Graduate/NIT/National Institute of Technology REC,Electrical Engg.,"Engineering, Technology and Mathematics",First,Supremo
KN113K04,Shri Prashant Kumar Mishra,Karnataka ,0,LL.B./Gujrat University/Gujarat National Law University,Constitl. Law,"Governance, Law and Management",First,Supremo
KN113K05,Ms. Divya Prabhu G R J,Karnataka ,0,Graduate/Tamil Nadu Agri University Coimbatore/Agricultural college and Research Institute,Agriculture,Others,First,Supremo
KN113K07,Ms. Shilpa Nag C T,Karnataka ,0,Graduate/Bangalore University/Bangalore University,Journalism,Social Science and Liberal Arts,First,Supremo
KN113K07,Ms. Shilpa Nag C T,Karnataka ,1,P.G./Bangalore University/Bangaloare University,Human Res.mgt,"Governance, Law and Management",Second,Supremo
KN113K07,Ms. Shilpa Nag C T,Karnataka ,2,M.B.A./Bangalore University/Bangaloare University,Human Res.mgt,"Governance, Law and Management",First,Supremo
KN113K08,Shri Raghunandan Murthy,Karnataka ,0,B.Tech./VT University Belgaum/P E S Instt of Technology,Computer Sc,"Engineering, Technology and Mathematics",First,Supremo
KN113K08,Shri Raghunandan Murthy,Karnataka ,1,"PG Diploma/IIM Bangalore/I.I.M.,Bangalore",Corporate Mgmt,"Governance, Law and Management",Third,Supremo
MH113K02,Ms. Manisha Khatri,Maharashtra ,0,LL.B./Gujarat University/Gujarat National Law University,Law,"Governance, Law and Management",First,Supremo
MH113N01,Shri Itankar Vipin Vithoba,Maharashtra ,0,Graduate/MUHS Nashik/Indira Gandhi Govt Medical College,All Medical Subjects,Medical,First,Supremo
MP113N02,Ms. Bhavya Mittal,Madhya Pradesh ,0,"Graduate/I I T,Delhi Delhi/I I T Delhi",Civil Engg,"Engineering, Technology and Mathematics",First,Supremo
MH113N03,Shri Jalaj Sharma,Maharashtra ,0,Graduate/Kurukshetra/KURUKSHETRA UNIVERSITY,Computer Sc,"Engineering, Technology and Mathematics",First,Supremo
MH113N04,Ms. Pavneet Kaur,Maharashtra ,0,B.E./Pune University/Pune University,Computer Sc,"Engineering, Technology and Mathematics",First,Supremo
MH113N05,Ms. Nima Arora,Maharashtra ,0,B.Tech./Guru Gobind Singh Indraprastha University Delhi,Computer Sc,"Engineering, Technology and Mathematics",First with Distinction,Supremo
MH113N05,Ms. Nima Arora,Maharashtra ,1,"M.A./I G N O U,DELHI/S P College",Public Admn,"Governance, Law and Management",Gold Medalist,Supremo
MH113N06,Shri Rathod Vijay Chandrakant,Maharashtra ,0,"Graduate/MUHS Nashik/BJMC, Pune",Medicine,Medical,First,Supremo
MH113N07,Shri Mantada Raja Dayanidhi,Maharashtra ,0,M.B.B.S./NTR University of Health Sciences Andhra Pradesh/Osmania Medical College Hyderbad,Medicine Surgery,Medical,First,Supremo
MH113N08,Shri Yedage Amol Jagannath,Maharashtra ,0,Graduate/U/Pune/College of Engg,Electronics & Telecom Engg,"Engineering, Technology and Mathematics",First with Distinction,Supremo
MH113N09,Shri Prithviraj B P,Maharashtra ,0,Graduate/IIT BOMBAY BOMBAY/IIT BOMBAY,Computer Sc,"Engineering, Technology and Mathematics",First,Supremo
MH113N09,Shri Prithviraj B P,Maharashtra ,1,M.B.A./IIM Ahmedabad/IIM Ahemdabad,Finance,Finance,First,Supremo
MH113W02,Ms. Aanchal Goyal,Maharashtra ,0,"Graduate/PEC,CHANDIGARH/Panjab Engineering College Chandigarh",Electrical Engg.,"Engineering, Technology and Mathematics",First,Supremo
UT113O02,Ms. Swetika Sachan,Manipur ,0,B.Tech./UP Tech.University Lucknow/Harcourt Butler Technological Instt Kanpur,Computer Sc,"Engineering, Technology and Mathematics",First,Supremo
MN113O03,Shri Pawan Yadav,Manipur ,0,B.Tech./I I T Roorkee Roorkee/I I T Roorkee,Mech.engg.,"Engineering, Technology and Mathematics",First,Supremo
MN113O04,Shri Ravinder Singh,Manipur ,0,"B.Tech./IIT Bombay Mumbai/I.I.T., Bombay Indian Institute of Technology",Computer Sc,"Engineering, Technology and Mathematics",First,Supremo
MP113E03,Ms. Riju Bafna,Madhya Pradesh ,0,Graduate/University Of Delhi Delhi/KIRORI MAL COLL,Micro ¯o Eco,Social Science and Liberal Arts,First,Supremo
MP113E03,Ms. Riju Bafna,Madhya Pradesh ,1,M.A. Economics/University Of Delhi Delhi/Delhi School of Ecfonomics,Development Economics,Social Science and Liberal Arts,First,Supremo
MP113M01,Shri Avi Prasad,Madhya Pradesh ,0,Graduate/Jamia Millia Islamia/Jamia Milia Islamia,Intrnl Business,"Governance, Law and Management",First,Supremo
MP113M01,Shri Avi Prasad,Madhya Pradesh ,1,"M.B.A./National Law University Jodhpur/National Law University Jodhpur, Rajasthan",Management,"Engineering, Technology and Mathematics",First,Supremo
MP113M02,Shri Ashish Vashishth,Madhya Pradesh ,0,Graduate/IIT Roorkee/IIT Roorkee,Civil Engg,"Engineering, Technology and Mathematics",First,Supremo
MP113M03,Shri Roman Saini,Madhya Pradesh ,0,M.B.B.S./All India Institute of Medical Sciences New Delhi/ALL INDIA INSTITUTE OF MEDICAL SCIENCES NEW DELHI,Medicine,Medical,First,Supremo
MP113M04,Shri Saket Malviya,Madhya Pradesh ,0,Graduate/S.K.M University Dumka(Sido Kanhu Murmu University)/Deoghar College Deoghar,Economic Hons.,Social Science and Liberal Arts,First,Supremo
MP113M04,Shri Saket Malviya,Madhya Pradesh ,1,M.A. Economics/JNU New Delhi/CESP JNU,Micro ¯o Eco,Social Science and Liberal Arts,First,Supremo
MP113M05,Ms. Sheetla Patle,Madhya Pradesh ,0,B.Sc./Jacob University Bremen Germany/International Logistics Engineeering,Legislative Drafting,"Governance, Law and Management",First,Supremo
MP113M06,Ms. Tanvi Hooda,Madhya Pradesh ,0,B.A. Honours Economics/Delhi University/Sri Venkateswara College,Economics,Social Science and Liberal Arts,First,Supremo
MP113M06,Ms. Tanvi Hooda,Madhya Pradesh ,1,"M.A./JNU,N.DELHI/JNU New Delhi",Poltics,Social Science and Liberal Arts,First,Supremo
MP113M06,Ms. Tanvi Hooda,Madhya Pradesh ,2,M.Phil./J.N.U. Delhi/J.N.U. New Delhi,West Asian Studies,Social Science and Liberal Arts,First,Supremo
MP113M07,Shri Rishav Gupta,Madhya Pradesh ,0,"Graduate/I I T,Delhi Delhi/I I T",Electrical Engg.,"Engineering, Technology and Mathematics",First,Supremo
MP113M08,Shri Aditya Singh,Madhya Pradesh ,0,Bachelor of Engineering/IIT Roorkee/I I T Roorkee,Paper Technolog,"Engineering, Technology and Mathematics",Second,Supremo
MP113M09,Shri Jangid Lokeshkumar Ramchandra,Madhya Pradesh ,0,Graduate/SRTMU Nanded/SGSITS,Computer Sc,"Engineering, Technology and Mathematics",First,Supremo
MP113M10,Shri Ankit Asthana,Madhya Pradesh ,0,Graduate/National Law Institute University Bhopal/National Law institute University Bhopal,Law,"Governance, Law and Management",First,Supremo
MP113M11,Ms. Neha Meena,Madhya Pradesh ,0,Graduate/University of Raj. Jaipur/International College of Girls,Economic Hons. with Psychology,Social Science and Liberal Arts,First,Supremo
MP113M11,Ms. Neha Meena,Madhya Pradesh ,1,M.A./University of Rajasthan/Department of Economics,Economics,Social Science and Liberal Arts,First,Supremo
MP113M12,Shri Arun Kumar Vishwakarma,Madhya Pradesh ,0,Graduate/Deemed University/N.I.T. CALICUT,Electrical Engg.,"Engineering, Technology and Mathematics",First,Supremo
RJ113P01,Shri Ashish Modi,Rajasthan ,0,Graduate/IIT KHARAGPUR KHARAGPUR/I.I.T,Electronics Engineering,"Engineering, Technology and Mathematics",First,Supremo
NL113P02,Ms. Sarita Yadav,Nagaland ,0,Graduate/Delhi University/Pt. Deen Dayal Upadhyaya Institute for the Physically Handicapped,Physiotherapy,Others,First,Supremo
NL113P03,Shri Dileep Kumar Yadav,Madhya Pradesh ,0,Graduate/University of Rajasthan/Rajasthan College Jaipur,Public Admn,"Governance, Law and Management",First,Supremo
NL113P03,Shri Dileep Kumar Yadav,Madhya Pradesh ,1,M.A./Univ.of Rajasthan Jaipur/University Deptt. of Public Admn.,Public Admn,"Governance, Law and Management",First,Supremo
NL113P04,Shri Kumar Ramnikant,Nagaland ,0,Graduate/ISM/INDIAN SCHOOL OF MINES,Mining.Engg.,"Engineering, Technology and Mathematics",First,Supremo
OR113Q01,Shri Chanchal Rana,Odisha ,0,B.Tech./Deemed University/NIT,Electrical Engg.,"Engineering, Technology and Mathematics",First,Supremo
MP113Q02,Shri Kshitij Singhal,Odisha ,0,"B.E. (Hons)/BITS PILANI/BITS Pilani,Goa",Computer Sc,"Engineering, Technology and Mathematics",First,Supremo
OR113Q03,Shri Chakravarti Singh Rathore,Odisha ,0,"Graduate/National Law University Jodhpur/National Law University Jodhpur, Rajasthan",Management,"Engineering, Technology and Mathematics",First,Supremo
OR113Q04,Ms. Shashanka Ala,Odisha ,0,"Graduate/I.I.T.,Madras/Indian Institue of Technology Madras",Electrical Engg.,"Engineering, Technology and Mathematics",First,Supremo
OR113Q04,Ms. Shashanka Ala,Odisha ,1,"M.Tech./I.I.T.,Madras/I I T",Microelectronics and VLSI,"Engineering, Technology and Mathematics",First,Supremo
OR113Q05,Shri Yeddula Vijay,Odisha ,0,M.D./Kannur University/University College,Medicine Surgery,Medical,First,Supremo
OR113Q06,Shri Siddharth Shankar Swain,Odisha ,0,"Graduate/Biju Patnaik University of Technology, Orrissa Orrissa/NM Institute of Engineering & Technology",Computer Sc,"Engineering, Technology and Mathematics",First,Supremo
UT113A02,Shri Awanish Kumar,A G M U T ,0,B.A. Honours/University of Delhi/Deshbandhu College,Economics,Social Science and Liberal Arts,First,Supremo
UT113A02,Shri Awanish Kumar,A G M U T ,1,Graduate/University Of Delhi Delhi/Deshbandhu College,Economics,Social Science and Liberal Arts,First,Supremo
UT113A02,Shri Awanish Kumar,A G M U T ,2,P.G./Jawaharala Nehru University Delhi/CITD,Economics,Social Science and Liberal Arts,Second,Supremo
UT113A02,Shri Awanish Kumar,A G M U T ,3,M.Phil./Jawahar Lal Nehru University/CESP JNU,Economics,Social Science and Liberal Arts,Second,Supremo
UT113A03,Shri Santosh Kumar Roy,A G M U T ,0,Graduate/Bihar University/Bihar university,Political Sc.,Social Science and Liberal Arts,First,Supremo
UT113A04,Ms. Soumya,A G M U T ,0,Graduate/I I T DELHI DELHI/I I T Delhi,Textile Technology,"Engineering, Technology and Mathematics",First,Supremo
UT113A05,Shri Bhupesh Chaudhary,A G M U T ,0,Graduate/Guru Gobind Singh Indraprastha University Delhi/Guru Govind Singh Indraprastha University Delhi,Information Technology,"Engineering, Technology and Mathematics",First,Supremo
UT113A05,Shri Bhupesh Chaudhary,A G M U T ,1,"M.B.A./I I T,Delhi Delhi/I I T Delhi",Business Admn.,"Governance, Law and Management",First,Supremo
UT113A06,Ms. Monica Priyadarshini,A G M U T ,0,Graduate/All India Institute of Medical Sciences New Delhi/AIIMS,Medicine Surgery,Medical,First,Supremo
UT113A07,Ms. Kinny Singh,A G M U T ,0,Graduate/Delhi University/Nehru Homeopathic Medical College and Hospital,Internal Medicine,Medical,Second,Supremo
UT113A08,Ms. Cheshta Yadav,A G M U T ,0,Graduate/Delhi University/Miranda House,English,Languages and Fine Arts,First,Supremo
UT113A08,Ms. Cheshta Yadav,A G M U T ,1,M.A./Delhi niversity/DELHI UNIVERSITY,Political Sc.,Social Science and Liberal Arts,First,Supremo
UT113A09,Shri Sachin Rana,A G M U T ,0,"B.Tech./I I T,Delhi Delhi/I I T Delhi",Chemical Engg,"Engineering, Technology and Mathematics",First,Supremo
UT113A11,Shri Suneel Anchipaka,A G M U T ,0,B.Tech./J.N.T.University Hyderabad,Computer Sc,"Engineering, Technology and Mathematics",First,Supremo
UT113A11,Shri Suneel Anchipaka,A G M U T ,1,M.Tech./Indian Institute of Technology/IIT Guwahati,Computer Sc,"Engineering, Technology and Mathematics",First,Supremo
KN113K06,Ms. Subha Kalyan,Karnataka ,0,"B.E./ANNA, University/Sri Venkatewara Universit College of Engineering",Electronics and Communication,"Engineering, Technology and Mathematics",First,Supremo
AP817001,Ms. K. Madhavi Latha,Andhra Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
AP817004,Ms. P. Prasanthi,Andhra Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
AP817005,Ms. M. Vijaya Suneetha,Andhra Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
AP817006,Shri P. Arun Babu,Andhra Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
AP817007,Shri K. Sreenivasulu,Andhra Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
AP817008,Ms. B. Lavanya Veni,Andhra Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
AP817009,Shri D. Markandeyulu,Andhra Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
AP817002,Shri G. Christ Kishore Kumar,Andhra Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
AP817003,Ms. M. Gauthami,Andhra Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MH917002,Shri B.N. Patil,Maharashtra ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MN817001,Ms. Yumnum Robita,Manipur ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MN817002,Ms. Arambam Valentina,Manipur ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MN817003,Shri Nivedita Lairenlakpam,Manipur ,0,N.A.,N.A.,N.A.,N.A.,Supremo
KL817002,Ms. Geetha A,Kerala ,0,N.A.,N.A.,N.A.,N.A.,Supremo
KL817003,Shri Sajan C. V.,Kerala ,0,N.A.,N.A.,N.A.,N.A.,Supremo
KL817004,Shri Varghese Panicker K.T.,Kerala ,0,N.A.,N.A.,N.A.,N.A.,Supremo
HY818002,Shri Mahavir Singh,Haryana ,0,N.A.,N.A.,N.A.,N.A.,Supremo
HY818003,Shri Jagdish Sharma,Haryana ,0,M.Sc./Kurukshetra University Kurukshetra,Chemistry,Natural Sciences,First,Supremo
HY818004,Shri Lalit Kumar,Haryana ,0,N.A.,N.A.,N.A.,N.A.,Supremo
HY818005,Shri Virender Lather,Haryana ,0,N.A.,N.A.,N.A.,N.A.,Supremo
GJ918001,Shri Sharif K. Hudda,Gujarat ,0,N.A.,N.A.,N.A.,N.A.,Supremo
GJ918002,Shri Paragbhai J. Bhagdev,Gujarat ,0,N.A.,N.A.,N.A.,N.A.,Supremo
GJ918003,Shri Mayur K. Mehta,Gujarat ,0,Master of Technology/M.S University Baroda/Faculty of Engg.,Environmental Engineering,"Engineering, Technology and Mathematics",First,Supremo
BH114D07,Shri Prashanthkumar Ch,Bihar ,0,N.A.,N.A.,N.A.,N.A.,Supremo
CG114E03,Shri D Rahul Venkat,Chhattisgarh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
KN114K04,Shri Mohammad Roshan,Karnataka ,0,B.Tech./Jawahar Lal Nehru Technological University Andhra Pradesh,Electronics and Communication,"Engineering, Technology and Mathematics",First,Supremo
KN114K04,Shri Mohammad Roshan,Karnataka ,1,MBA HR/Jawahar Lal Nehru Technological University Andhra Pradesh,Finance,Finance,First,Supremo
KN114K04,Shri Mohammad Roshan,Karnataka ,2,M.A./JAWAHAR LAL NEHRU UNUVERSITY NEW DELHI,Public Management & Governance,"Governance, Law and Management",First,Supremo
KN114K09,Ms. Susheela B,Karnataka ,0,N.A.,N.A.,N.A.,N.A.,Supremo
GJ114F01,Ms. Ananya Das,Odisha ,0,N.A.,N.A.,N.A.,N.A.,Supremo
AM114C05,Shri P Vijaya Bhaskar Reddy,Assam Meghalya ,0,N.A.,N.A.,N.A.,N.A.,Supremo
AP114B01,Shri C M Saikanth Varma,Andhra Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
AP114B04,Shri Muttimbaku Abhishikth Kishore,Andhra Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
KL114L03,Shri V R K Teja Mylavarapu,Kerala ,0,N.A.,N.A.,N.A.,N.A.,Supremo
NL114P04,Shri Mekala Chaitanya Prasad,Nagaland ,0,N.A.,N.A.,N.A.,N.A.,Supremo
UT114A05,Ms. Veditha Reddy,A G M U T ,0,N.A.,N.A.,N.A.,N.A.,Supremo
BH114D01,Shri Suharsha Bhagat,Bihar ,0,N.A.,N.A.,N.A.,N.A.,Supremo
BH114D03,Shri Aman Samir,Bihar ,0,N.A.,N.A.,N.A.,N.A.,Supremo
BH114D04,Shri Sawan Kumar,Bihar ,0,B.A./T.M.B.U. Bhagalpur,History,Social Science and Liberal Arts,First,Supremo
GJ114F02,Ms. Neha,Gujarat ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MP114M12,Shri Raushan Kumar Singh,Madhya Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
NL114P03,Shri Ajit Kumar Ranjan,Nagaland ,0,N.A.,N.A.,N.A.,N.A.,Supremo
