ID,Name,Cadre,Reference_Value,Qualification,Subject,Division,Source,Category_of_Subject
BH029900,Shri Afzal Amanullah,Bihar,0,B.A. Honours,Economics,First,Supremo,Social Science and Liberal Arts
BH029900,Shri Afzal Amanullah,Bihar,1,LL.B.,Law,Second,Supremo,"Governance, Law and Management"
BH029900,Shri Afzal Amanullah,Bihar,2,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
BH029900,Shri Afzal Amanullah,Bihar,3,P.G.,Public Admn,Ordinary,Supremo,"Governance, Law and Management"
MT007500,Shri Basant Kishor Bal,Manipur,0,N.A.,N.A.,N.A.,Supremo,N.A.
RJ020700,Shri Tapendra Kumar,Rajasthan,0,Graduate,Hindi,First,Supremo,Languages and Fine Arts
RJ020700,Shri Tapendra Kumar,Rajasthan,1,Graduate,Philosophy,Ordinary,Supremo,Social Science and Liberal Arts
RJ020700,Shri Tapendra Kumar,Rajasthan,2,M.A.,Sanskrit,First,Supremo,Languages and Fine Arts
RJ020800,Shri Rajendra Prasad Jain,Rajasthan,0,B.Com.,Commerce,First,Supremo,Finance
RJ020800,Shri Rajendra Prasad Jain,Rajasthan,1,LL.B.,Law,Second,Supremo,"Governance, Law and Management"
RJ020800,Shri Rajendra Prasad Jain,Rajasthan,2,M.Com.,Commerce,First,Supremo,Finance
RJ021000,Shri Shri Narayan Thanvi,Rajasthan,0,Graduate,Commerce,First,Supremo,Finance
RJ021000,Shri Shri Narayan Thanvi,Rajasthan,1,P.G.,Commerce,First,Supremo,Finance
RJ021400,Dr. Chandra Mohan Meena,Rajasthan,0,B.A. Honours,History,Ordinary,Supremo,Social Science and Liberal Arts
RJ021400,Dr. Chandra Mohan Meena,Rajasthan,1,M.A.,History,First,Supremo,Social Science and Liberal Arts
RJ021400,Dr. Chandra Mohan Meena,Rajasthan,2,M.Phil.,Archaeology,First,Supremo,Social Science and Liberal Arts
RJ021600,Shri Atul Kumar Gupta,Rajasthan,0,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
RJ021601,Shri D D Sood,Rajasthan,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
RJ021603,Shri Nk Sethi,Rajasthan,0,N.A.,N.A.,Ordinary,Supremo,N.A.
RJ021604,Shri Dk Sharma,Rajasthan,0,Graduate,Botany,Second,Supremo,Natural Sciences
RJ021604,Shri Dk Sharma,Rajasthan,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
RJ021605,Dr. Vs Sisodia,Rajasthan,0,Certificate,Business Admn.,Ordinary,Supremo,"Governance, Law and Management"
RJ021605,Dr. Vs Sisodia,Rajasthan,1,Diploma,Public Admn,Ordinary,Supremo,"Governance, Law and Management"
RJ021605,Dr. Vs Sisodia,Rajasthan,2,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
RJ021605,Dr. Vs Sisodia,Rajasthan,3,Ph. D.,Public Admn,-,Supremo,"Governance, Law and Management"
RJ021606,Shri Ak Aggarwal,Rajasthan,0,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
RJ021607,Shri Rs Mittal,Rajasthan,0,N.A.,N.A.,Ordinary,Supremo,N.A.
RJ021608,Shri Shiv K Vijay,Rajasthan,0,N.A.,N.A.,-,Supremo,N.A.
RJ021609,Shri Nc Jain,Rajasthan,0,Graduate,Physics,First,Supremo,Natural Sciences
RJ021610,Shri Ts Matharo,Rajasthan,0,N.A.,N.A.,Ordinary,Supremo,N.A.
RJ021611,Shri Ss Parnami,Rajasthan,0,N.A.,N.A.,Ordinary,Supremo,N.A.
TG028200,Ms. D Lakshmi P Bhaskar,Telangana,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
TG028200,Ms. D Lakshmi P Bhaskar,Telangana,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
TN024800,Shri M Kutralingam,Tamil Nadu,0,Diploma,Management,Ordinary,Supremo,"Engineering, Technology and Mathematics"
TN024800,Shri M Kutralingam,Tamil Nadu,1,Graduate,Electrical Engg.,First,Supremo,"Engineering, Technology and Mathematics"
TN024900,Shri Mm Jalal,Tamil Nadu,0,P.G.,English Lit,First,Supremo,Languages and Fine Arts
TN025100,Shri Rameshram Mishra,Tamil Nadu,0,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
TN025100,Shri Rameshram Mishra,Tamil Nadu,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
TN025300,Shri Vivek Harinarain,Tamil Nadu,0,Graduate,English,First,Supremo,Languages and Fine Arts
TN025300,Shri Vivek Harinarain,Tamil Nadu,1,P.G.,History,First,Supremo,Social Science and Liberal Arts
TN025400,Shri M Mutia Kalaivanan,Tamil Nadu,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
TN025400,Shri M Mutia Kalaivanan,Tamil Nadu,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
TN025600,Ms. P Sivakami,Tamil Nadu,0,P.G.,History,First,Supremo,Social Science and Liberal Arts
TN025601,Shri Cs Rajamohan,Tamil Nadu,0,N.A.,N.A.,N.A.,Supremo,N.A.
TN025602,Shri M Gopalkrishnan,Tamil Nadu,0,P.G.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
TN025603,Shri M Sathiyamoorthi,Tamil Nadu,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
TN025603,Shri M Sathiyamoorthi,Tamil Nadu,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
TN025603,Shri M Sathiyamoorthi,Tamil Nadu,2,P.G.,Law,Ordinary,Supremo,"Governance, Law and Management"
TN025604,Shri R Kasinathan,Tamil Nadu,0,Graduate,English,Ordinary,Supremo,Languages and Fine Arts
TN025604,Shri R Kasinathan,Tamil Nadu,1,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
TN025604,Shri R Kasinathan,Tamil Nadu,2,P.G.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
TN025605,Shri K Elangovan,Tamil Nadu,0,P.G.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
TN025606,Shri A M Raman,Tamil Nadu,0,N.A.,N.A.,N.A.,Supremo,N.A.
AM016300,Shri Mukesh Chawla,Assam Meghalya,0,Graduate,Economics,First,Supremo,Social Science and Liberal Arts
AM016300,Shri Mukesh Chawla,Assam Meghalya,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
AM016500,Dr. Govind Narayan Sharma,Assam Meghalya,0,N.A.,N.A.,N.A.,Supremo,N.A.
AM016700,Ms. J J Sawian,Assam Meghalya,0,Graduate,Education,First,Supremo,Others
AM016700,Ms. J J Sawian,Assam Meghalya,1,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
AM016700,Ms. J J Sawian,Assam Meghalya,2,P.G.,English,Second,Supremo,Languages and Fine Arts
AM016702,Shri Pc Mahanta,Assam Meghalya,0,N.A.,N.A.,Ordinary,Supremo,N.A.
AM020502,Ms. Ma Sandap,Assam Meghalya,0,N.A.,N.A.,N.A.,Supremo,N.A.
AP027800,Dr. Prasanta Mahapatra,Andhra Pradesh,0,P.G.,Medicine,First,Supremo,Medical
AP027900,Shri Nj Narayana,Andhra Pradesh,0,Graduate,Medicine,Second,Supremo,Medical
AP028000,Shri T Sanyasappa Rao,Andhra Pradesh,0,Diploma,Forestry,Ordinary,Supremo,Others
AP028000,Shri T Sanyasappa Rao,Andhra Pradesh,1,Graduate,Botany,First,Supremo,Natural Sciences
AP028000,Shri T Sanyasappa Rao,Andhra Pradesh,2,P.G.,Botany,First,Supremo,Natural Sciences
AP028400,Shri C V S K Sarma,Andhra Pradesh,0,Diploma,Business Admn.,Ordinary,Supremo,"Governance, Law and Management"
AP028400,Shri C V S K Sarma,Andhra Pradesh,1,Graduate,Economics,First,Supremo,Social Science and Liberal Arts
AP028400,Shri C V S K Sarma,Andhra Pradesh,2,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
AP028500,Shri Dama Ram Garg,Andhra Pradesh,0,Graduate,Psychology,Second,Supremo,Social Science and Liberal Arts
AP028500,Shri Dama Ram Garg,Andhra Pradesh,1,P.G.,Psychology,First,Supremo,Social Science and Liberal Arts
AP028600,Dr. P Dayachari,Andhra Pradesh,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
AP028600,Dr. P Dayachari,Andhra Pradesh,1,LL.B.,Law,First,Supremo,"Governance, Law and Management"
AP028600,Dr. P Dayachari,Andhra Pradesh,2,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
AP028600,Dr. P Dayachari,Andhra Pradesh,3,Ph. D.,Banking,Ordinary,Supremo,Finance
AP028601,Shri C Sudershan Rao,Andhra Pradesh,0,N.A.,Commerce,Ordinary,Supremo,Finance
AP028602,Shri S Pattana,Andhra Pradesh,0,N.A.,N.A.,Ordinary,Supremo,N.A.
AP028603,Shri Jp Singh,Andhra Pradesh,0,N.A.,Commerce,Ordinary,Supremo,Finance
AP028604,Shri Gul Bahadur,Andhra Pradesh,0,Graduate,Economics,Third,Supremo,Social Science and Liberal Arts
AP028605,Shri V Rajaiah,Andhra Pradesh,0,Graduate,Economics,Ordinary,Supremo,Social Science and Liberal Arts
BH030200,Shri Manoj Kumar Srivastava,Bihar,0,Graduate,Physics,First,Supremo,Natural Sciences
BH030200,Shri Manoj Kumar Srivastava,Bihar,1,P.G.,Sociology,First,Supremo,Social Science and Liberal Arts
BH030400,Dr. Arbind Prasad,Bihar,0,Graduate,Electrical Engg.,First,Supremo,"Engineering, Technology and Mathematics"
BH030400,Dr. Arbind Prasad,Bihar,1,M.Phil.,Philosophy,Ordinary,Supremo,Social Science and Liberal Arts
BH030400,Dr. Arbind Prasad,Bihar,2,P.G.,Management,Ordinary,Supremo,"Engineering, Technology and Mathematics"
BH030400,Dr. Arbind Prasad,Bihar,3,Ph. D.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
BH030400,Dr. Arbind Prasad,Bihar,4,Ph. D.,Management,Ordinary,Supremo,"Engineering, Technology and Mathematics"
BH030500,Dr. C. Ashok Vardhan,Bihar,0,Certificate,Russian,Ordinary,Supremo,Languages and Fine Arts
BH030500,Dr. C. Ashok Vardhan,Bihar,1,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
BH030500,Dr. C. Ashok Vardhan,Bihar,2,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
BH030500,Dr. C. Ashok Vardhan,Bihar,3,Ph. D.,Political Sc.,Ordinary,Supremo,Social Science and Liberal Arts
BH030800,Shri Praful Kumar Pattanaik,Bihar,0,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
BH030800,Shri Praful Kumar Pattanaik,Bihar,1,M.B.A. (UK),Business Admn.,-,Supremo,"Governance, Law and Management"
BH030800,Shri Praful Kumar Pattanaik,Bihar,2,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
BH031500,Shri Jai Ram Lal Meena,Bihar,0,Graduate,History,Ordinary,Supremo,Social Science and Liberal Arts
BH031500,Shri Jai Ram Lal Meena,Bihar,1,P.G.,History,First,Supremo,Social Science and Liberal Arts
BH031501,Shri Radhakant Roy,Bihar,0,Graduate,Hindi,First,Supremo,Languages and Fine Arts
BH031501,Shri Radhakant Roy,Bihar,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
BH031501,Shri Radhakant Roy,Bihar,2,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
BH031502,Shri N G Bandopadhya,Bihar,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
BH031502,Shri N G Bandopadhya,Bihar,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
BH031502,Shri N G Bandopadhya,Bihar,2,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
BH031503,Shri Kameshwar Jha,Bihar,0,Graduate,Mathematics,Second,Supremo,"Engineering, Technology and Mathematics"
BH031504,Shri Sk Sharma,Bihar,0,Graduate,English,Ordinary,Supremo,Languages and Fine Arts
BH031504,Shri Sk Sharma,Bihar,1,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
BH031505,Shri B Chaudhary,Bihar,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
BH031505,Shri B Chaudhary,Bihar,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
BH031505,Shri B Chaudhary,Bihar,2,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
BH031506,Shri S M Shahabuddin,Bihar,0,Graduate,Geography,Second,Supremo,Social Science and Liberal Arts
BH031506,Shri S M Shahabuddin,Bihar,1,P.G.,Geography,First,Supremo,Social Science and Liberal Arts
BH031507,Shri A A Prasad,Bihar,0,Graduate,English,Second,Supremo,Languages and Fine Arts
BH031507,Shri A A Prasad,Bihar,1,P.G.,English,Second,Supremo,Languages and Fine Arts
BH031508,Shri Awadesh K Singh,Bihar,0,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
BH031508,Shri Awadesh K Singh,Bihar,1,Graduate,Political Sc.,Ordinary,Supremo,Social Science and Liberal Arts
BH031508,Shri Awadesh K Singh,Bihar,2,P.G.,Political Sc.,Ordinary,Supremo,Social Science and Liberal Arts
BH031509,Shri Jn Prasad,Bihar,0,N.A.,N.A.,Ordinary,Supremo,N.A.
BH031510,Shri Rn Varma,Bihar,0,N.A.,Commerce,Ordinary,Supremo,Finance
BH031511,Shri T Prasad,Bihar,0,Graduate,Hindi,Third,Supremo,Languages and Fine Arts
BH031511,Shri T Prasad,Bihar,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
BH031512,Shri S S Prasad,Bihar,0,Graduate,Commerce,Ordinary,Supremo,Finance
BH031512,Shri S S Prasad,Bihar,1,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
BH031513,Shri B K Lakhiyar,Bihar,0,Graduate,Hindi,Third,Supremo,Languages and Fine Arts
BH031513,Shri B K Lakhiyar,Bihar,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
BH031514,Shri Mmp Singh,Bihar,0,N.A.,N.A.,Ordinary,Supremo,N.A.
BH031515,Shri Hk Prasad,Bihar,0,Certificate,Labour Welfare,Ordinary,Supremo,"Governance, Law and Management"
BH031515,Shri Hk Prasad,Bihar,1,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
BH031515,Shri Hk Prasad,Bihar,2,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
BH031516,Shri Un Sinha,Bihar,0,Graduate,Engineeriing,First,Supremo,"Engineering, Technology and Mathematics"
BH031516,Shri Un Sinha,Bihar,1,P.G.,Engineeriing,First,Supremo,"Engineering, Technology and Mathematics"
CG032313,Shri J N Pandey,Chhattisgarh,0,Graduate,English,Second,Supremo,Languages and Fine Arts
CG032313,Shri J N Pandey,Chhattisgarh,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
CG032313,Shri J N Pandey,Chhattisgarh,2,P.G.,Geography,Second,Supremo,Social Science and Liberal Arts
CG032600,Shri Harsh Mander,Chhattisgarh,0,Graduate,Economics,First,Supremo,Social Science and Liberal Arts
UD047700,Shri N Ravi Shanker,Uttarakhand,0,B.E.,Electrical Engg.,First,Supremo,"Engineering, Technology and Mathematics"
UD047700,Shri N Ravi Shanker,Uttarakhand,1,Graduate,Physics,First,Supremo,Natural Sciences
UD047700,Shri N Ravi Shanker,Uttarakhand,2,PG Diploma,Management,First,Supremo,"Engineering, Technology and Mathematics"
UD048001,Shri Puran Chand Sharma,Uttarakhand,0,Graduate,English,Third,Supremo,Languages and Fine Arts
UP046200,Shri Tulsi Gaur,Uttar Pradesh,0,Diploma,Management,Ordinary,Supremo,"Engineering, Technology and Mathematics"
UP046200,Shri Tulsi Gaur,Uttar Pradesh,1,Graduate,Commerce,First,Supremo,Finance
UP046200,Shri Tulsi Gaur,Uttar Pradesh,2,P.G.,Commerce,First,Supremo,Finance
UP046300,Shri Shishir Priyadarshi,Uttar Pradesh,0,Graduate,Physics,First,Supremo,Natural Sciences
UP046300,Shri Shishir Priyadarshi,Uttar Pradesh,1,P.G.,Physics,First,Supremo,Natural Sciences
UP046500,Dr. V. V. Singh Vishven,Uttar Pradesh,0,Certificate,Russian,Ordinary,Supremo,Languages and Fine Arts
UP046500,Dr. V. V. Singh Vishven,Uttar Pradesh,1,Graduate,Physics,Second,Supremo,Natural Sciences
UP046500,Dr. V. V. Singh Vishven,Uttar Pradesh,2,M.Phil.,Intnl Relations,Ordinary,Supremo,"Governance, Law and Management"
UP046500,Dr. V. V. Singh Vishven,Uttar Pradesh,3,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
UP046600,Shri Sushil Mohan,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo,N.A.
UP046700,Shri Ashok Ghosh,Uttar Pradesh,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
UP046700,Shri Ashok Ghosh,Uttar Pradesh,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
UP046800,Shri Rajeev Kher,Uttar Pradesh,0,B.Sc.,Chemistry,Second,Supremo,Natural Sciences
UP046800,Shri Rajeev Kher,Uttar Pradesh,1,Diploma,Environmental Laws,First,Supremo,"Governance, Law and Management"
UP046800,Shri Rajeev Kher,Uttar Pradesh,2,LL.B.,Law,Second,Supremo,"Governance, Law and Management"
UP046800,Shri Rajeev Kher,Uttar Pradesh,3,M.Sc.,Chemistry,Second,Supremo,Natural Sciences
UP046800,Shri Rajeev Kher,Uttar Pradesh,4,P.G.,Development Economics,Ordinary,Supremo,Social Science and Liberal Arts
UP046800,Shri Rajeev Kher,Uttar Pradesh,5,P.G.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
UP046900,Shri Jai Shanker Misra,Uttar Pradesh,0,Graduate,Civil Engg,First,Supremo,"Engineering, Technology and Mathematics"
UP047000,Shri Vidya Nand Garg,Uttar Pradesh,0,Graduate,Physics,First,Supremo,Natural Sciences
UP047000,Shri Vidya Nand Garg,Uttar Pradesh,1,P.G.,Physics,First,Supremo,Natural Sciences
UP047100,Shri Majid Ali,Uttar Pradesh,0,Graduate,Physics,First,Supremo,Natural Sciences
UP047100,Shri Majid Ali,Uttar Pradesh,1,P.G.,Physics,First,Supremo,Natural Sciences
UP047200,Shri Sanjeev S Ahluwalia,Uttar Pradesh,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
UP047200,Shri Sanjeev S Ahluwalia,Uttar Pradesh,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
UP047200,Shri Sanjeev S Ahluwalia,Uttar Pradesh,2,P.G.,History,Second,Supremo,Social Science and Liberal Arts
UP047200,Shri Sanjeev S Ahluwalia,Uttar Pradesh,3,PG Diploma,Finance,First,Supremo,Finance
UP047300,Shri Devinder Pal Singh,Uttar Pradesh,0,Graduate,Commerce,Second,Supremo,Finance
UP047800,Dr. Jagan Nath Chamber,Uttar Pradesh,0,Graduate,English,Second,Supremo,Languages and Fine Arts
UP047800,Dr. Jagan Nath Chamber,Uttar Pradesh,1,LL.B.,Law,Second,Supremo,"Governance, Law and Management"
UP047800,Dr. Jagan Nath Chamber,Uttar Pradesh,2,M.B.A.,Business Admn.,Pass,Supremo,"Governance, Law and Management"
UP047800,Dr. Jagan Nath Chamber,Uttar Pradesh,3,P.G.,English,Third,Supremo,Languages and Fine Arts
UP047800,Dr. Jagan Nath Chamber,Uttar Pradesh,4,Ph. D.,Economics,Pass,Supremo,Social Science and Liberal Arts
UP047900,Shri Shrikrishna,Uttar Pradesh,0,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
UP048000,Shri Yogesh Kumar,Uttar Pradesh,0,Graduate,Law,Second,Supremo,"Governance, Law and Management"
UP048000,Shri Yogesh Kumar,Uttar Pradesh,1,Graduate,Physics,Third,Supremo,Natural Sciences
UP048002,Shri Ram Swaroop,Uttar Pradesh,0,Graduate,Physics,Second,Supremo,Natural Sciences
UP048002,Shri Ram Swaroop,Uttar Pradesh,1,P.G.,Chemistry,Second,Supremo,Natural Sciences
UP048003,Shri B K Avasthi,Uttar Pradesh,0,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
UP048003,Shri B K Avasthi,Uttar Pradesh,1,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
UP048004,Ms. Usha Komal,Uttar Pradesh,0,Certificate,French,Ordinary,Supremo,Languages and Fine Arts
UP048004,Ms. Usha Komal,Uttar Pradesh,1,Graduate,Economics,Ordinary,Supremo,Social Science and Liberal Arts
UP048004,Ms. Usha Komal,Uttar Pradesh,2,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
UP048005,Shri Shyam Sunder,Uttar Pradesh,0,Graduate,Commerce,Second,Supremo,Finance
UP048005,Shri Shyam Sunder,Uttar Pradesh,1,P.G.,Commerce,Second,Supremo,Finance
UP048006,Shri Prem Shankar,Uttar Pradesh,0,Graduate,Chemistry,Second,Supremo,Natural Sciences
UP048006,Shri Prem Shankar,Uttar Pradesh,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
UP048006,Shri Prem Shankar,Uttar Pradesh,2,P.G.,Physics,First,Supremo,Natural Sciences
UP048007,Shri Hn Srivastava,Uttar Pradesh,0,N.A.,N.A.,Ordinary,Supremo,N.A.
UP048008,Shri Jc Goswami,Uttar Pradesh,0,Graduate,English,Ordinary,Supremo,Languages and Fine Arts
UP048008,Shri Jc Goswami,Uttar Pradesh,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
UP048008,Shri Jc Goswami,Uttar Pradesh,2,P.G.,History,Second,Supremo,Social Science and Liberal Arts
UP048009,Shri Lalta Prasad,Uttar Pradesh,0,Graduate,Economics,Ordinary,Supremo,Social Science and Liberal Arts
UP048009,Shri Lalta Prasad,Uttar Pradesh,1,P.G.,Statistics,Ordinary,Supremo,"Engineering, Technology and Mathematics"
UP048011,Shri Janardan Prasad,Uttar Pradesh,0,Graduate,English,First,Supremo,Languages and Fine Arts
UP048011,Shri Janardan Prasad,Uttar Pradesh,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
UP048011,Shri Janardan Prasad,Uttar Pradesh,2,P.G.,English,Second,Supremo,Languages and Fine Arts
UP048012,Shri Rd Pathak,Uttar Pradesh,0,N.A.,N.A.,Ordinary,Supremo,N.A.
UP048013,Shri Kn Pande,Uttar Pradesh,0,Graduate,English,First,Supremo,Languages and Fine Arts
UP048013,Shri Kn Pande,Uttar Pradesh,1,P.G.,English,Second,Supremo,Languages and Fine Arts
UP048014,Shri N L Gupta,Uttar Pradesh,0,Graduate,English,First,Supremo,Languages and Fine Arts
UP048014,Shri N L Gupta,Uttar Pradesh,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
UP048014,Shri N L Gupta,Uttar Pradesh,2,P.G.,Hindi,First,Supremo,Languages and Fine Arts
UP048020,Dr. Sarabjit Singh,Uttar Pradesh,0,Graduate,English Lit,First,Supremo,Languages and Fine Arts
UP048020,Dr. Sarabjit Singh,Uttar Pradesh,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
UP048020,Dr. Sarabjit Singh,Uttar Pradesh,2,P.G.,Philosophy,First,Supremo,Social Science and Liberal Arts
UP048020,Dr. Sarabjit Singh,Uttar Pradesh,3,Ph. D.,Philosophy,Ordinary,Supremo,Social Science and Liberal Arts
UP048021,Shri R N Srivastava,Uttar Pradesh,0,Graduate,Commerce,First,Supremo,Finance
UP048021,Shri R N Srivastava,Uttar Pradesh,1,P.G.,Commerce,First,Supremo,Finance
UP050011,Shri Rc Dwivedi,Uttar Pradesh,0,Diploma,Sanitary Engg.,Ordinary,Supremo,"Engineering, Technology and Mathematics"
UP050011,Shri Rc Dwivedi,Uttar Pradesh,1,Graduate,Civil Engg,Ordinary,Supremo,"Engineering, Technology and Mathematics"
UP050011,Shri Rc Dwivedi,Uttar Pradesh,2,P.G.,Public Health,Ordinary,Supremo,Medical
UP050012,Shri Kp Singh,Uttar Pradesh,0,Graduate,Geography,Second,Supremo,Social Science and Liberal Arts
UP050012,Shri Kp Singh,Uttar Pradesh,1,P.G.,Geography,First,Supremo,Social Science and Liberal Arts
UT014001,Shri Kn Joshi,A G M U T,0,N.A.,Commerce,Ordinary,Supremo,Finance
UT014600,Shri Girija Sankar Patnaik,A G M U T,0,Graduate,History,First,Supremo,Social Science and Liberal Arts
UT014600,Shri Girija Sankar Patnaik,A G M U T,1,P.G.,Dev Studies,Ordinary,Supremo,Social Science and Liberal Arts
UT014600,Shri Girija Sankar Patnaik,A G M U T,2,P.G.,History,First,Supremo,Social Science and Liberal Arts
UT014600,Shri Girija Sankar Patnaik,A G M U T,3,PG Diploma,Social Work,Second,Supremo,Social Science and Liberal Arts
UT014601,Shri T P Khaund,A G M U T,0,Graduate,English,First,Supremo,Languages and Fine Arts
UT014602,Shri V A V Raju,A G M U T,0,Graduate,Economics,Ordinary,Supremo,Social Science and Liberal Arts
UT014602,Shri V A V Raju,A G M U T,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
UT014603,Shri Denghnuna,A G M U T,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
UT014605,Shri Ar Phookan,A G M U T,0,Graduate,English,Ordinary,Supremo,Languages and Fine Arts
UT014606,Shri Pr Ramanathan,A G M U T,0,N.A.,N.A.,Ordinary,Supremo,N.A.
UT014607,Shri Sk Batra,A G M U T,0,N.A.,N.A.,Ordinary,Supremo,N.A.
UT014608,Shri Rk Goswami,A G M U T,0,Graduate,Economics,Ordinary,Supremo,Social Science and Liberal Arts
UT014608,Shri Rk Goswami,A G M U T,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
UT014609,Shri K Sethuraman,A G M U T,0,Diploma,Law,Ordinary,Supremo,"Governance, Law and Management"
UT014609,Shri K Sethuraman,A G M U T,1,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
UT014609,Shri K Sethuraman,A G M U T,2,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
UT014609,Shri K Sethuraman,A G M U T,3,P.G.,Dev Adm,Ordinary,Supremo,"Governance, Law and Management"
UT014610,Shri Pn Gupta,A G M U T,0,N.A.,Commerce,Ordinary,Supremo,Finance
UT014611,Shri Jagir Singh,A G M U T,0,Graduate,English,Second,Supremo,Languages and Fine Arts
UT014613,Shri R Narayana,A G M U T,0,Diploma,Business Admn.,Ordinary,Supremo,"Governance, Law and Management"
UT014613,Shri R Narayana,A G M U T,1,Graduate,Economics,Ordinary,Supremo,Social Science and Liberal Arts
UT014613,Shri R Narayana,A G M U T,2,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
UT014613,Shri R Narayana,A G M U T,3,P.G.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
UT015007,Shri Felix Sequeira,A G M U T,0,Graduate,Commerce,Ordinary,Supremo,Finance
UT015402,Shri Chaman Lal,A G M U T,0,Graduate,N.A.,Ordinary,Supremo,N.A.
UT016007,Shri Mp Tyagi,A G M U T,0,Graduate,Geography,Third,Supremo,Social Science and Liberal Arts
UT016007,Shri Mp Tyagi,A G M U T,1,P.G.,Geography,Second,Supremo,Social Science and Liberal Arts
UT016010,Shri A J S Sahney,A G M U T,0,Graduate,Commerce,Ordinary,Supremo,Finance
UT016010,Shri A J S Sahney,A G M U T,1,LL.B.,Law,Ordinary,Supremo,"Governance, Law and Management"
UT016010,Shri A J S Sahney,A G M U T,2,M.B.A.,Business Admn.,Ordinary,Supremo,"Governance, Law and Management"
GJ021100,Shri Rajesh Kishore,Gujarat,0,Diploma,Management,Ordinary,Supremo,"Engineering, Technology and Mathematics"
GJ021100,Shri Rajesh Kishore,Gujarat,1,Graduate,Physics,First,Supremo,Natural Sciences
GJ021100,Shri Rajesh Kishore,Gujarat,2,P.G.,Physics,First,Supremo,Natural Sciences
